Numero de iteracoes: 24
Erro: 9.4471e-07
Tempo de Resolucao do Problema: 2369.53 segundos
/////////////////////////////////////////////
Posicao	Fluxo Escalar
	Grupo de Energia 1	Grupo de Energia 2	Grupo de Energia 3	Grupo de Energia 4	Grupo de Energia 5	Grupo de Energia 6	Grupo de Energia 7	Grupo de Energia 8	Grupo de Energia 9	Grupo de Energia 10	Grupo de Energia 11	Grupo de Energia 12	Grupo de Energia 13	Grupo de Energia 14	Grupo de Energia 15	Grupo de Energia 16	Grupo de Energia 17	Grupo de Energia 18	Grupo de Energia 19
2.17143	0.0747978	0.0101126	0.00788308	0.00829729	0.00893088	0.00991714	0.00742731	0.00841563	0.00987871	0.0121642	0.0160041	0.0229001	0.0133035	0.0132539	0.0108129	0.00389357	0.00121323	0.00010626	1.86656e-05	
2.2	0.0733422	0.00997263	0.0077762	0.0081871	0.00881498	0.0097916	0.00733513	0.0083128	0.00975961	0.0120189	0.0158133	0.0226258	0.0131656	0.0131192	0.0107041	0.00385557	0.00120139	0.000105227	1.8484e-05	
2.22857	0.0719184	0.00983429	0.00767052	0.0080781	0.00870025	0.00966722	0.00724375	0.00821081	0.00964142	0.0118747	0.0156239	0.0223534	0.0130279	0.0129847	0.0105953	0.00381752	0.00118952	0.000104193	1.83022e-05	
2.25714	0.0705255	0.00969761	0.00756606	0.00797028	0.00858669	0.00954401	0.00715317	0.00810967	0.00952416	0.0117315	0.0154358	0.022083	0.0128905	0.0128502	0.0104865	0.00377944	0.00117765	0.000103157	1.81201e-05	
2.28571	0.0691629	0.00956259	0.0074628	0.00786364	0.00847429	0.00942199	0.00706341	0.00800938	0.00940784	0.0115894	0.0152492	0.0218145	0.0127535	0.012716	0.0103778	0.00374134	0.00116577	0.000102121	1.7938e-05	
2.31429	0.0678297	0.00942921	0.00736074	0.00775817	0.00836307	0.00930114	0.00697447	0.00790996	0.00929247	0.0114484	0.0150639	0.021548	0.0126168	0.012582	0.0102693	0.00370324	0.00115389	0.000101085	1.77558e-05	
2.34286	0.0665252	0.00929747	0.00725987	0.00765389	0.00825301	0.00918149	0.00688635	0.00781142	0.00917806	0.0113086	0.0148801	0.0212836	0.0124805	0.0124483	0.010161	0.00366517	0.00114202	0.000100049	1.75737e-05	
2.37143	0.0652487	0.00916735	0.00716019	0.00755077	0.00814413	0.00906302	0.00679905	0.00771375	0.00906463	0.0111698	0.0146978	0.0210213	0.0123447	0.012315	0.0100529	0.00362714	0.00113016	9.90139e-05	1.73918e-05	
2.4	0.0639994	0.00903885	0.0070617	0.00744883	0.00803641	0.00894575	0.00671259	0.00761697	0.00895218	0.0110323	0.0145169	0.0207611	0.0122093	0.0121821	0.00994503	0.00358916	0.00111831	9.79802e-05	1.72101e-05	
2.42857	0.0627767	0.00891196	0.00696439	0.00734805	0.00792986	0.00882968	0.00662696	0.00752108	0.00884073	0.0108959	0.0143375	0.0205031	0.0120746	0.0120496	0.0098375	0.00355125	0.00110649	9.69483e-05	1.70288e-05	
2.45714	0.06158	0.00878666	0.00686825	0.00724843	0.00782448	0.0087148	0.00654217	0.00742609	0.00873027	0.0107607	0.0141597	0.0202473	0.0119404	0.0119176	0.00973031	0.00351343	0.0010947	9.59185e-05	1.68478e-05	
2.48571	0.0604086	0.00866295	0.00677327	0.00714997	0.00772026	0.00860112	0.00645822	0.007332	0.00862081	0.0106267	0.0139834	0.0199936	0.0118068	0.0117861	0.0096235	0.00347571	0.00108293	9.48912e-05	1.66672e-05	
2.51429	0.0592618	0.00854081	0.00667946	0.00705266	0.00761721	0.00848864	0.00637511	0.00723882	0.00851237	0.0104939	0.0138087	0.0197422	0.0116739	0.0116551	0.0095171	0.00343809	0.0010712	9.38668e-05	1.64872e-05	
2.54286	0.0581392	0.00842023	0.00658679	0.0069565	0.00751531	0.00837735	0.00629285	0.00714654	0.00840494	0.0103623	0.0136355	0.019493	0.0115417	0.0115248	0.00941115	0.00340061	0.00105951	9.28457e-05	1.63077e-05	
2.57143	0.05704	0.00830119	0.00649527	0.00686148	0.00741456	0.00826725	0.00621142	0.00705517	0.00829853	0.0102319	0.0134638	0.019246	0.0114102	0.011395	0.00930566	0.00336325	0.00104787	9.18281e-05	1.61289e-05	
2.6	0.0559638	0.00818369	0.00640489	0.00676759	0.00731496	0.00815835	0.00613084	0.0069647	0.00819315	0.0101027	0.0132938	0.0190014	0.0112794	0.011266	0.00920068	0.00332605	0.00103626	9.08144e-05	1.59507e-05	
2.62857	0.0549099	0.00806771	0.00631563	0.00667483	0.0072165	0.00805063	0.00605109	0.00687515	0.00808878	0.00997472	0.0131253	0.018759	0.0111494	0.0111376	0.00909622	0.003289	0.00102471	8.98049e-05	1.57733e-05	
2.65714	0.053878	0.00795324	0.00622749	0.00658319	0.00711919	0.0079441	0.00597219	0.00678651	0.00798545	0.00984799	0.0129585	0.0185189	0.0110201	0.0110099	0.00899232	0.00325212	0.00101321	8.87999e-05	1.55967e-05	
2.68571	0.0528673	0.00784026	0.00614046	0.00649266	0.007023	0.00783875	0.00589413	0.00669878	0.00788314	0.00972249	0.0127932	0.0182811	0.0108917	0.010883	0.00888898	0.00321542	0.00100177	8.77996e-05	1.54209e-05	
